file_id,user_id,subforum_id,num_contexts,label_text,sentence,label
13484158_2,579086,1345,1,hate,Who the hell cares if its not kosher ...,1
14031868_2,579639,1387,0,hate,The chairman of the FA is one David Bernstein and  yes  he is a member of a certain tribe that delight in bringing diversity and the benefits of multi-culturalism and ' anti-racism '  along with boatloads of third-worlders to Britain .,1
30613252_1,572842,1359,0,hate,I would love to see a video of Somalis blown apart with a torpedo and see bodies and scrap metal fly hundreds of feet into the air .,1
31752052_2,626679,1363,0,hate,The whites and the asians evoluated  and the blacks are still behind .,1
30954921_2,572067,1346,0,hate,I seriously hope she dies in a fire one day .,1
13163736_2,580130,1345,0,hate,We spent our time trying to get our Negroes to learn how to read .,1
30474323_6,581520,1354,0,hate,Then again  in this modern age of white youth emulating negroes and white adults groveling at the feet of the juden  perhaps it 's an appropriate word after all .,1
30480938_1,735180,1388,0,hate,We need to deport all nonwhites immediately  that or stop letting more in and sterilize the ones here  that will fix the problem .,1
31722565_2,577462,1363,0,hate,God forbid anyone should promote straight racially loyal hetrosexuality Diablo,1
14013954_1,579104,1388,0,hate,Seriously Canada would have been better off if they left the pakis at home  im like you I do n't object to asians because they at least try to fit in .,1
30389836_3,572367,1388,0,hate,I guess the Yonge St retail district will be smashed and looted .,1
14021558_1,574578,1388,0,hate,I try and avoid shops owned by.or employing non.whites too .,1
14670891_4,572134,1371,4,hate,Swim back to Liberia--with a jew under each arm !,1
13590627_3,586990,1393,0,hate,A mud is a mud is a mud that 's all there is to it .,1
31730733_1,611782,1363,1,hate,We should start gangs of our own and kill them and rob their homes  is this what the liberals wanted as `` diversity ? '',1
30406359_1,734576,1348,0,hate,there was this gay negro i was forced to work with on my first job out of high school here in sunny florida .,1
30500254_11,575946,1362,0,hate,One time she came in crying telling me that pavement ape `` hit me in the tummy '' .,1
14675832_3,576526,1371,0,hate,If you look at an Alaskan malamute and a timber wolf that are two different species  they look a lot more alike than say a Congolese and a Swede .,1
13488763_1,580930,1395,0,hate,ok so do we need to kill them too or are the slavs okay ? for some reason whenever i hear the word slav  the word slobber comes to mind and i picture a slobbering half breed creature like the humpback of notre dame or Igor haha,1
30626671_2,597102,1354,0,hate,So they can get reparations for their great grand parents ' `` suffering '' plus more .,1
13847110_1,591119,1391,2,hate,Is that overweight fat useless bitch blind ?,1
30680055_3,603683,1362,5,hate,Hell to have a teacher like this .,1
14660756_1,573285,1371,0,hate,Your both our enemies plain and simple  jews try to destroy us with their immigration and the jew would not be able to get as far as they did if many of them did not look white .,1
13481903_3,576661,1346,0,hate,Do you notice how the primate 's  I mean black kid 's arm is around the white girl ?,1
13061184_1,577495,1345,1,hate,I suppose the concept of a male cow and a female cow producing MORE cows  and the repeating process is too much for them to understand .,1
14653484_1,598307,1371,1,hate,Because they a vile plague on all of mankind that no one really likes .,1
13443527_1,581855,1347,0,hate,Allow me to apologize for my last post  as I was drinking heavily last night but you callin me a genetic lottery winner ? come on now I 've had my fair share of hard times just last week a yellow person came into my place of work and started making trouble .,1
13488914_1,575554,1395,0,hate,Why do n't White Europeans and Americans grow a set of balls  and deport these Black and brown animals from their countries ?,1
14032740_2,574284,1387,0,hate,Well  the warm weather is coming in and guess what  I now have to painstakingly endure all the offspring of these immigrants  Africans  foeigners ( Im putting them all because there is that many of them ) all playing out the front of the flats in the small garden area  screeching and shouting and their hyena pitched laughing .,1
14651924_10,572170,1371,0,hate,In reality they have no money and it is all a charade .,1
14670222_1,614078,1371,0,hate,Gay marriage has no place in any society  regardless of your race and culture.It destroys  morals  values  and the future of your offspring that will keep your race and culture alive.Regardless of your race and culture  homosexuality and gay marriage is the genocide of mankind .,1
14028967_1,577598,1387,0,hate,The Official Website of the British People 's Party A few unpleasant truths re. the zionist ass lickers of the DUP,1
14407209_1,572212,1375,0,hate,Most white girls are taught and brainwashed to love black guys  only way is to properly educate them and show them what savages they truly are .,1
13287496_6,573474,1345,0,hate,That 's every groid 's wish anyways .,1
14098906_2,580975,1381,0,hate,Of course  they are more virile than us  so that would n't happen would it ?!!!,1
14674224_1,577613,1371,0,hate,The Black race is yet to invent any kind of civilization .,1
30739072_4,572226,1362,0,hate,As Hispanic and Negro populations increase test score averages will decrease .,1
14416271_1,577234,1375,0,hate,Last Friday an associate here handed out 100 NV leaflets at a rodeo depicting a graphic summation of non-white ( mestizo ) immigration .,1
14062890_1,597491,1383,0,hate,Hi everyone .... I 'm from Slovenia and I utterly hate every living muslim in this world ....... and I despise even the dead ones,1
33045544_1,573473,1347,0,hate,Jews are not only insane  they are of literal demonic DNA .,1
13468636_1,582394,1346,0,hate,The jew media likes to prop this whites becoming the minority non sense up because they want to try and scare whitey  the media plays on the fears that the average retard thinks hispanic or latino is a race and they play word play with titles like white hispanic and white non hispanic it is all a magic show nothing more .. But Whites becoming a minority in Europe the homeland is a much more serious issue that concerns me greatly .,1
30420875_3,572790,1388,0,hate,It really pisses of the liberal leftist,1
31787508_2,599694,1363,0,hate,I think this would just be a tighter grip the ZOG would have on us .,1
14675003_3,572073,1371,1,hate,You either stand with your people or they will stand over your dead body .,1
30630061_1,739937,1348,0,hate,New York 's Old Pennsylvania Station  What a tragic loss  to promote Jewish `` Modern '' filth  no surprise !,1
14664974_2,614322,1371,0,hate,About the Chinese  those who remain in their own country are good  those who become illegal immigrants in white nations are bad .,1
30954922_2,572228,1346,0,hate,JAPs are a total hoot  each the center of the universe  loud  brash  vain  arrogant . . .,1
30580366_3,734616,1348,0,hate,Every cultured society and all things therein were created by whites .,1
30742787_1,576578,1362,0,hate,I'm not really surprised - now going to college with blacks I can tell you they continue to behave in such a manner even in higher education .,1
30392180_9,573148,1362,0,hate,No Jew has ever found a way to force a big black females to parrot Marxist propaganda the way that little dumb liberal anti-whites will .,1
13165044_2,576954,1345,0,hate,What typical brainwashed liberal lemming .,1
13467182_1,581367,1346,0,hate,When I was last time in South Africa  we went to Sun City and saw little black monkey children swimming  funniest thing was watching drying water off their faces  it looks exactly like baboon or something  way they do it  whites have certain mannerisms with doing things  they have completely ape-like ones .,1
14015131_1,578856,1388,1,hate,Seems like you cant get away from these parasites anymore its happening and getting worse everywhere .,1
13450155_1,581678,1347,0,hate,the entire system of classes are a marxist invention. the judeo-bolsheviks are using this to divide our society. in other words ' Divide et impera ' .,1
14014876_1,572269,1388,0,hate,One reason we moved out of our ( at one time 99 % white ) neighborhood was because massive numbers of Chinese moved in and i swear to you a literal rotten smell came with them .,1
31706302_2,586694,1363,0,hate,Do n't sit around and argue with them  just act like they are pathetic ( which they are ) and try to shame them .,1
30677210_2,578188,1348,0,hate,Mexicans are real prone to diabetes and I want to help them get to Hell as soon as possible .,1
12834922_2,572429,1396,0,hate,God knows what would come out of Africa if only blacks could come up with investigative journalism .,1
14297417_1,591982,1380,0,hate,Can someone help me find an ol ' comrade of mine who 's now rotting in a California Prison for his next two lives for allegedly victimizing anti-racist scum ?,1
13857839_2,572142,1391,0,hate,Blacks have shown as they are able to survive all year round sitting on their arse waiting for comic relief .,1
13477084_2,572059,1346,2,hate,I have a dream - one of these days Black occupation of America will be history !,1
13383878_1,573600,1345,0,hate,Wasn't it the Government in the Congo that was at war with the gorillas a while back because the gorillas were `` threatening their superiority '' ?,1
13398095_1,581200,1345,2,hate,And this is why SA went from First World under Botha 's rule ( deKlerk does n't count ) to a Third World begger horde .,1
14657070_2,575459,1371,0,hate,You are the loyal punk to dead men that would underbid your labor with slaves of the negro race .,1
13467365_2,574141,1346,0,hate,I do like the outfit they dressed the simian in ; he looks so regal,1
12858929_2,572226,1346,0,hate,Do non Whites really think they measure up to Whites ?,1
14668408_2,577788,1371,2,hate,If it means exterminating the blacks in Africa so the gorillas have a healthy  big nature preserve I do n't oppose it .,1
30630731_5,575161,1354,1,hate,When I watch things like this I pray God will have vengeance on these sub humans even if they have asked for forgiveness .,1
14671055_2,572816,1371,0,hate,Racism is as old as time itself  and no one ever admired a groid for anything other than cheap dumb labour .,1
13864550_1,577819,1391,1,hate,Boy those same blacks get awful mad when you have a sign saying `` No to a black Africa ''  then it becomes wrong .,1
14296090_2,573600,1380,0,hate,Why would they let blacks live ?,1
13858917_1,591104,1391,0,hate,I now only go into the city when i have to and i had to yesterday and I could not belive what has happend in there .I think i must have seen every peice of dirt from every corner of the globe in there it was horrible .,1
13602525_1,585974,1393,0,hate,Well the entire world is being brain-washed by Judeo-American films  today everyone has a Jew in every corner of your house .,1
13474668_1,572224,1346,0,hate,But unfortunately  Maine 's become the dumping ground for Somalis and other African trash .,1
13844825_1,581500,1391,1,hate,They do it because they know it pisses the whites off  by showing disrespect as such for other people shows they have no respect for themselves .,1
13220540_1,573265,1345,0,hate,The filthy ape gave the horse an infection .,1
13504803_2,586601,1395,0,hate,Situation in Switzerland is terrible  blacks and muslims are everywhere ! We were a great Country with a great People but all these monkeys are transforming Switzerland in a zoo where law is not respected .,1
30742787_2,576578,1362,0,hate,They always think they are somehow exempt from the rules,1
14415147_1,611942,1375,0,hate,Hey guys please go here to help us send the Mexicans back to Mexico .,1
13299159_2,579220,1345,2,hate,I hope I see the day when thease worthless pieces of crap are OUT OF HERE .,1
31766409_2,581194,1363,0,hate,The only bad thing is that these sick animals will infect whites .,1
14669166_2,573256,1371,0,hate,The problem is in blacks ' heads  but hey  you have already known that .,1
14074039_1,579750,1383,0,hate,I stumbled n this by accident Absolute savages and yet you will have all the liberal women saying how great multiculturalism is and we are all the same Le TÃ © lÃ © gramme - France - Montpellier ( 34 ) .,1
30603583_2,578431,1359,0,hate,That ape tried to gang up a lone white .,1
13473247_5,583605,1346,0,hate,Soon in their minds it is ok to date them and have children with them thus polluting our great race and pushing us further toward extinction .,1
30500254_14,575946,1362,0,hate,It 's annoying to live in a time where a subhuman monkey coon thinks it 's okay to hit an Aryan white blond  blue-eyed child .,1
14024960_2,595714,1387,0,hate,Did they put that Groid 15 next to Rooney just to make Rooney look at least half-human ?,1
31731815_1,599324,1363,0,hate,I find it funny that blacks find their own women disgusting  but i find it even more disgusting that because of this they go after white women  and are usually successful  its good to see a white girl tell one off .,1
13456820_2,572059,1347,0,hate,Better yet  make her the poster child for Black Resettlement ! Spending her days digging for grub worm dinners would actually be good for her .,1
13478512_3,576192,1346,0,hate,The ugly black will always be .... black !,1
30712850_5,575645,1354,0,hate,( The Jews had the Romans murder Jesus for them by falsely accusing Jesus and by turning down a chance to pardon Jesus .,1
30451625_6,577167,1388,0,hate,And it stunk like refer and black sweat .,1
13385655_1,572127,1345,0,hate,The doctors of ju-ju and voodoo seem to have left their mud huts and moved into office buildings built by White people in cities built by White people .,1
13944391_2,581731,1388,0,hate,Most if not all of the whites at my school are complete race traitors,1
13419558_2,575899,1347,0,hate,They do what they always do take something of someone else 's and make it their own .,1
13843422_1,592421,1391,0,hate,unless you are a tourist or here the study for a year or two please just go back Russian  we dont need or want more slavs,1
13458183_1,582330,1347,1,hate,More impulsive Negro stripping ...,1
30654383_2,572231,1354,0,hate,Egyptian TV Host : The Jews Are Using the Holocaust to Suck the Blood of the Germans - YouTube,1
30582398_1,572999,1359,4,hate,No I hope the negro is not all right  ever .,1
13472478_1,572112,1346,0,hate,I was really worried about this one because I thought a bunch of groids were going to hop out of the cars signifying the town to get so excited and the women to remove clothing ....,1
13332658_1,579513,1345,2,hate,Let mother nature evolve these people naturally because no amount of money or aid is going to drag these ' things ' into the civilized world where they serve absolutely no purpose .,1
12858788_3,576152,1346,4,hate,Liberal is just the PC word for Rapist .,1
30607361_1,581584,1348,0,hate,Back when I was a kid  even the black folks called them that .... `` Ooohhh I' z cai n't wait until Crimusz  I' z gonna get me sum of dem niggah-toes and oranguz fo ' Crimusz  an ' sum peppahmintz ; dey shoa iz gud ! '',1
30534328_2,576359,1354,0,hate,Lying Marxists !,1
14414465_3,573600,1375,0,hate,http://www.abc25.com/Global/story.asp ? S = 5352185 Non whites commit far more crimes against whites each year but its never considered a hate crime and alot of them never spend any time in jail !,1
31757365_2,577462,1363,0,hate,So it looks like the Blacks have lost even that one LOL Diablo,1
31041845_1,573538,1346,0,hate,The jews represent everything vile  deviant and unnatural  everything and anything that is an abomination to our Lord Jesus Christ  I hope he is burning with his father in hell .,1
14283266_1,584350,1380,0,hate,If you had your way their would be no whites to pay taxes so the blacks could collect welfare and as they have proved in Africa they are incapable of feeding themselves,1
13588153_1,589562,1393,0,hate,If you think that 's funny  you should have seen the black guy that used to run around my home town wearing a kkk emblem.But people like that are usualy not that bright .,1
30451625_3,577167,1388,0,hate,I went back a cpl years ago and the black vermin were everywhere .,1
13471818_3,576319,1346,5,hate,Hispanics  Blacks and Asians are all doing it .,1
14039567_2,577432,1387,0,hate,Hopefully the traitors will be encircled in Westminster palace .,1
13474456_1,576695,1346,0,hate,zpridez NO big deal  I got your drift.IMO If these bellyaching Black peoples et al continue to negate/or ignore the present ' Products of Progress ' within society we 're all doomed .,1
14667444_1,575082,1371,0,hate,Those in the countries you mentioned are the mongrel offspring between whites ( Aryans ) and Arabs and its funny how those of the East who claim to be the Aryans talk about white people who came and mixed with them and the only Aryans apparently in the East are those with light skin and blue eyes .,1
13596651_2,589152,1393,0,hate,They ca n't survive without us  but they do us nothing but harm .,1
13443527_2,581855,1347,0,hate,This is ARKANSAS they have no right to smell up my place with their chinese restaurant BO ~ ▲ RESTORE ORDER ▲ ~,1
14030948_1,596255,1387,0,hate,Having recently traveled to London I was disgusted by how non-white the city had become .,1
30546994_1,573410,1348,1,hate,Because they are essentially child-like and until someone steps up and says something they will just carry on  again like children .,1
14074356_1,581901,1383,1,hate,That's vile  but I ca n't say it 's a big shock  their culture seems to glorify that sort of behaviour ...,1
30395864_1,734604,1348,0,hate,Right now when I think of WASP 's  I think of New England liberals who have never had a taste of diversity in their life .,1
13406897_2,579436,1345,0,hate,He walks upright  and has human arms and legs .,1
13451537_1,572668,1347,0,hate,We can work together and look after each other which blacks cant. We can think as individuals and do things because they are right and not because we are told to  which asians cant.,1
30627161_1,572339,1359,0,hate,If monkeys are on my property i call animal control and defend my family and property with whatever means possible  simply talking sense to a monkey and pointing at it will not stop it from misbehaving !,1
14274155_1,598711,1380,0,hate,There will be hundreds of thousands of white people fleeing your proverbial sea of mud this is where we come in .,1
12856759_1,572087,1346,0,hate,Great image of the Jew as a poisonous mushroom .,1
14073953_1,579933,1383,0,hate,I am not Ukrainian but the Ukraine nationalists and right wing should understand that our white race in all nations in Europe North America Australia and South Africa along with any other white nations should support each other and join together against the Marxist multiculturistic agenda that 's invading every white nation and start to over through the powers to be that is responsible for this genocide and start considering deportation of non whites in white nations !,1
13481672_2,584956,1345,0,hate,If they were jew pieces of garbage who the hell cares what happened to them .,1
12960799_4,575076,1345,0,hate,May the wigger sister and parents be haunted by her death for the rest of their lives as it is in effect by their hands and actions that their sister and daughter was murdered by this beast .,1
30682994_1,574052,1348,1,hate,This is the argument homosexuals use to justify their behavior  that because there are no `` red letters '' about it  then homosexuality is not a bad thing .,1
30542077_3,573472,1348,0,hate,Get over watching monkeys throw a ball around and get a real hobby for God 's sake .,1
30626671_1,597102,1354,0,hate,I bet they 'll find a way to invent a new hoax .,1
30632889_2,577549,1362,0,hate,The anti-whites have been using education for decades to brainwash Whites against their own race .,1
30535761_1,580712,1359,0,hate,You have to defend yourself with riots happening across the country and invaders flooding across our borders .,1
30658705_1,572310,1354,0,hate,So the Jews are Gods chosen people and we are the dumb cattle used to bring the Jews back to Gods fold .,1
13502945_1,586345,1395,0,hate,i hope our patriots will throu eggs at them and will say some thing like get out to the jungle or i think our coach will make them to go to the trainnig at minus - 30C or - 50F that they uuuu will never be able to play agane and will fly to africa after first tranning 2508,1
13484572_3,576885,1346,0,hate,Anybody with half a brain knows that 's it 's BS and how Negroes have n't done anything for the development of any society  let alone Europe .,1
13455369_1,582378,1347,6,hate,Crippin nigga .,1
13379594_3,574041,1345,1,hate,Why should we try to civilize that which cannot be domesticated or civil ?,1
14409759_1,575247,1375,0,hate,Three more posters ready - these are definitely anti-race-mixing !,1
30383231_1,734672,1348,0,hate,Damn affirmative action they got the white house  now our beer halls  their is only one safe place left ... God 's save Iceland .,1
31735108_1,577415,1363,0,hate,I guess I got lucky  I we n't to a public high school and we never had to learn about the holohoax .,1
13480997_2,573561,1345,0,hate,Separation is the only answer !,1
30677075_3,575083,1347,0,hate,They only know how to destory our civilization .,1
30593186_1,576106,1359,0,hate,Ya and they kind of missed the fact that he is going to inner city schools teaching the monkeys how to better kick your white butt !,1
30570257_1,574483,1354,0,hate,Look what happens when Whites leave black Countries alone to do what they do naturally The blacks in White Countries today should be on their knees thanking Whites for trying to civilize them,1
13463975_1,572043,1346,0,hate,The biggest problem is new york.There are blacks all over the streets  when you 're in new york think you 're in nigeria .,1
30507532_2,572226,1362,0,hate,Explain how liberals are liars and anti-White and tell her about crime statistics .,1
31752057_3,593099,1363,0,hate,And second of all whites are smarter than asians and if you ever look at bodybuilding contests you will see only whites maybe one or 2 blacks .,1
12873446_2,572085,1396,0,hate,At the link just below  I 've been urging our brothers and sisters in South Africa to run that message or a similar message on that site every month : Malaysians  Venezuelans  Chinese let White House broadcast their agendas,1
30614050_4,572282,1362,0,hate,I going to get homeschooled tired of looney lefty teachers and the negroes,1
13843813_1,574024,1391,1,hate,Not good news at all but this happens in all European nations and is no doubt pushed by the likes of Jews like Summer Redstone and MTV !!,1
30777933_5,573685,1363,0,hate,How can the Jews be the same as God 's people when they are tring to kill them ?,1
14026986_1,577489,1387,0,hate,I've never been to London but from what I 've heard it 's like spot the white man and every girl down there almost has a little niglet half breed .,1
14302798_1,573309,1380,1,hate,Call the jackass and tell him about hundreds of thousands of foreign nationals who have invaded our country and laid seige to our cities on May 1 .,1
13485729_2,572087,1395,0,hate,They have no allegiance to Ukraine  their allegiance is to their god of money  power and the eternal enslavement of the hated goyim .,1
30631886_3,573050,1359,0,hate,You know if you get past all of there violent animal acts of intimidation they have a soft jaw !,1
14051885_2,577719,1383,5,hate,They are supporting the destruction of their future generations .,1
30701099_2,603603,1362,0,hate,They probably slowly remove discipline do whatever they can to make the schools worse and worse .,1
13061787_2,577495,1345,1,hate,I wish everyone would leave them to their own demise so we can be done with it .,1
31765387_2,573943,1363,1,hate,And yes  they will steal anything from whites because they think whites owe them something  so it 's ok to steal .,1
32976641_1,595602,1388,0,hate,Trudeau is the white Obama as he does n't care about the people of Canada but all the third world crap he 's allowing into Canada,1
14413572_1,573982,1375,0,hate,I'm not sure what sort of information you 're seeking but I recently found a number of Blacks who have been convicted for knowingly transmitting HIV/AIDS : Kouassi Adaye http://news.bbc.co.uk/2/hi/uk_news/e...de/3389735.stmJohnsonAzigahttp://en.wikipedia.org/wiki/Johnson_AzigaStanislasKanengele-Yondohttp://en.wikipedia.org/wiki/Stanislas_Kanengele-YondjoTrevisSmithhttp://en.wikipedia.org/wiki/Trevis_SmithAdrienSylverNduwayohttp://www.thenownews.com/issues06/0...031206nn2.htmlWillieAtkinshttp://www.dallasnews.com/sharedcont....32a4d9fd.htmlNushawnWilliamshttp://en.wikipedia.org/wiki/Nushawn_WilliamsSimonMolhttp://en.wikipedia.org/wiki/Simon_MolEversonBandahttp://www.dailymail.co.uk/pages/liv...=5&expand=truePeterMwaihttp://www.crime.co.nz/c-files.asp?ID=36WilliamKaranjahttp://www.amren.com/mtnews/archives...n_rapist_j.phpLinkoyMuhurihttp://news.bbc.co.uk/2/hi/uk_news/e...on/3256352.stmMohammedDicahttp://news.bbc.co.uk/2/hi/uk_news/e...on/3190626.stmFestonKonzanihttp://news.bbc.co.uk/2/hi/uk_news/e...es/4267433.stmGabrielVengesaihttp://www.dailymail.co.uk/pages/liv ... n _ page _ id = 1770,1
30436626_4,575397,1388,0,hate,They bred with inferiors creating these mongrels,1
13454668_1,573278,1347,0,hate,Black ``women''on London transport ...,1
31721398_1,750036,1363,1,hate,i hate them .. ever since i once got beaten up by 6 of them .. real hero 's since then i because nazi,1
30651277_1,610231,1362,0,hate,Hi Im tv free do n't have kids yet reading mending  sewing  menting board games radio study extra curricula actives Good on you for planning a FREE jewv existence,1
30659520_1,575873,1359,0,hate,Blacks can shoot  funny thing is they only seem to be able to hit the little innocent law abiding child  walking home from church to help take of their sick mother .,1
30466458_1,576233,1388,0,hate,Well at least these dumb negroes got the fact that Jews are evil right ; though I suspect whitey and the jews are one in the same to their primitive minds ...,1
14407501_1,577196,1375,0,hate,I dont think it will work moot is too much of a libtard to allow that going on for too long,1
14673601_4,575678,1371,0,hate,Negroids could n't put together a bake sale properly much less a work force .,1
31767403_2,749891,1363,0,hate,They go around school acting like being half White/half black or half White/half asian is something to be proud of .,1
13164372_3,578125,1345,11,hate,Except  of course  for those that pander to the filthy sons and daughters of Satan like ' ol Sandra here .,1
30758569_1,584200,1347,0,hate,why did god give negroes good rhythm ?? because he messed up their lips  hair  nose and skin so yes they are ugly !!!!!!!!!!!!!!,1
13866148_2,589830,1391,0,hate,All para-militaries are just criminal scum !!!!,1
14036056_2,572573,1387,4,hate,Not to mention that they do n't belong here anyway .,1
14100224_3,585681,1381,0,hate,Maybe spread some HATE and intolerance ?,1
30422907_1,602986,1354,3,hate,Sometimes I wonder if it is Because Whites are so much smarter that they find it harder to run together  as opposed to  independently .,1
14678670_1,572285,1371,0,hate,In the eyes of the Jew and the libtard there is a race problem and the problem is us !,1
13492128_1,584092,1395,0,hate,somebody``hcf''calledputin``ahero''!lololol!This``hero''finallytransformedformersovietjewnion in ``russian''judea!In this misery-torn country-are there-70 officially billionaries  tens f thousands millionaries  and tens of millions of poor and miserable who look for their pittance at the garbage places !,1
30451811_2,735451,1388,0,hate,But what do you expect with a homosexual Muslim as the mayor ?,1
12883092_1,577821,1345,0,hate,Yeah if msnbc would air videos like this they 'd get much higher ratings than the same ole negro grumblings .,1
13640781_2,591109,1391,0,hate,I would hate to live in Dublin with all the foreigners there now .,1
30391414_1,735348,1354,0,hate,Unfortunately she will find it very difficult to make a living as a historian if he does n't bow down and do reverence to the Holahoax religion .,1
13861429_1,592755,1391,1,hate,Its a disgrace my sister has been on the waiting list for 6 years and their giving away houses to these scumbags,1
12835050_1,572385,1346,0,hate,I'm insulted by how stupid the Jews think we are until I see what they see by reading the posts amongst our so-called  `` Awakened Brethren . '',1
13553208_1,576557,1346,0,hate,Is that couple in the second picture with the dark yellow background an Asian female with a White male or is it something that looks like it designed to send the same message ?,1
13072439_1,577562,1345,0,hate,Well then  that makes the fact these scum are sending millions of their kin to my country  taking jobs from the White inhabitants  killing our people and mongrelizing our race all alright then .,1
14104759_2,586693,1381,0,hate,I 'm either in North Florida or Nigeria sometimes i ca n't tell the difference. mothergrinninbird@yahoo.com,1
14038923_2,573419,1387,0,hate,The Juden never stop with the race mixing yet they do n't want it for themselves .......,1
14081124_1,574445,1381,0,hate,I'm not running and giving it to the muds .,1
12903858_2,578197,1345,1,hate,Just as soon as they repay for the generations of welfare their majestic peoples have consumed .,1
30771696_2,572847,1354,0,hate,I hear the jews are looking to open a Holohoax center in Antarctica next year .,1
30412633_1,734663,1348,2,hate,unfortunately chicago doesnt prove this .. we need to send them all to the poles we could make better use of africa,1
13063524_2,578171,1345,0,hate,Blacks hate whites .,1
12905934_1,572385,1345,0,hate,We have two things wrong here  Mexcicans in a White homeland and a Pizza company sending a female in harms way .,1
13385970_1,572128,1345,0,hate,http://news.bbc.co.uk/2/hi/africa/6217719.stm There you have it folks  Nigeria is acting like one big ghetto queen squeezing out more baby negroes for a bigger handout from the government .,1
12882480_3,572043,1345,0,hate,Those visionary and responsible negroes ...,1
13857382_2,591126,1391,0,hate,Even if they do stop pouring in most of those that are here have no intention of going back to poland .,1
13456921_1,578990,1347,0,hate,If not kept in check  we may very will be living in an actual Planet of the Apes soon .,1
30526433_1,738643,1348,0,hate,WTF is wrong with u allowing your children to have non white friends ?,1
14095048_1,577427,1381,0,hate,So do I. The small dogs like those maltese and things we call stoep kakkers  because all they are good for is leaving turds on your stoop .,1
13856374_2,580976,1391,0,hate,YouTube - Brussels on 9/11 : For a free Europe  against Islamization,1
14038785_1,572367,1387,0,hate,England has been Jew infested for centuries and the BBC is the centre of the Marxist propaganda mill .,1
14265917_1,572043,1380,1,hate,Hell I 'd rather clean a dozen tiolets a day then have to walk into a bathroom and see some mongrel standing there with a mop giving me a glassy-eyed stare .,1
30754294_1,575879,1354,0,hate,you just say blacks hate the cold. the only reason they are good athletes is because when you have to run lions and tigers you get fast or eaten .,1
30491865_2,572324,1362,1,hate,I refused to swerve my truck away  they scattered like a troop of baboons being charged by a lion .,1
14080436_1,597827,1383,1,hate,This savage has n't moved on from 300 years ago where her ancestors used to cook their enemies in cauldrons  ghastly people .,1
14283736_1,573428,1380,0,hate,To hell with making a stand  i think we should all go to the southwest and go on the offenceive and drive every race down into Mexico .,1
14411270_3,579088,1375,0,hate,Hopefully they will leave YT alone and just deal with the Nigerians when they start chimping out in the streets .,1
14414615_1,587130,1375,0,hate,Now now lets not discriminate between muslims and jews  I say get them all back to the middle east and turn the whole sand pit to radioactive glass .,1
14073987_1,574907,1383,0,hate,One day when true people come to power in italy they will have to go back where they came from ! Italy to Italians !!,1
13863585_1,573923,1391,3,hate,Don't take me wrong but a pig is a pig in any country and such is the actress who played the part on this show .,1
13866148_1,589830,1391,0,hate,It just goes to show that the IRA are just criminals and not freedom fighters as they claim .,1
31744038_1,586887,1363,0,hate,LOL GJ brother 10 points for the Uber humans and - 10 for the sub human ape creatures you are truly one bad mofo whitey crakker man,1
14672861_2,572043,1371,0,hate,The only good thing about Indians is their married women are so loose that prostitution fails in Indian areas .,1
13856778_2,592674,1391,4,hate,Its disgusting they these foreigners come over here  stamp their feet and jump above good Irish families and get what they want .,1
12876447_2,575695,1397,0,hate,Just shows the absurdity of Obamamania : an athletic white woman attacks one libtard to proclaim the holiness of another libtard who may be worse !,1
30640962_1,576021,1359,0,hate,``Confrontingthe Girl Who Shot Me In the Face '' -- Dr. Phil - YouTube The female negro is making excuses like its not her fault but we all know its TNB  I feel for that poor white woman,1
13862051_1,592775,1391,0,hate,I registered to make comment but there appear to have a critical error  o dear .,1
13484158_1,579086,1345,1,hate,While they are in prison the kikes should get the same food the regular prison population gets ...,1
13844785_1,591113,1391,0,hate,I heard from friends in Boston this is true.Blacks will attack an Irish America with a shamrock tattoo.How long before this happens in Ireland ?,1
13586829_2,581116,1393,2,hate,They are anything but Swedes and to be honest it is good to get rid of them .,1
33017016_1,578216,1345,18,hate,Fox news reported last night that this beast was caught eating parts of this young man when the police got onto the bus to apprehend him !,1
14663016_2,572542,1371,2,hate,Mexicans have plenty of open space in their countries to develop they do n't need ours .,1
14664558_2,574356,1371,0,hate,If it continues England will become a cesspool of sh * * pardon my English,1
13859020_2,572226,1391,0,hate,The only way to stop it and its followers from spreading is to join a White unity organization and not support democracy by not voting .,1
12848217_9,575810,1346,0,hate,Went outside for recess  and noticed two niglet boys being hostile and ready to rumble  and I figured right that they jumped on each other after returning to class  grabbing Niglet Number One  hauling him outside and pressed that panic button again .,1
30566554_1,572266,1362,0,hate,I know somebody who wants to perhaps move to Alberta but is wondering if they have the homo agenda in the schools there .,1
12856846_1,575968,1346,0,hate,well the liberals would go ape crazy .,1
30481053_2,735180,1388,0,hate,If Canada was small the nonwhites would be everywhere but so many whites live rurally or in small towns so they do n't see the racial disaster unfolding on Canada .,1
13272432_1,579609,1345,0,hate,If it 's brown  flush it down .,1
13604801_2,589629,1393,0,hate,The blacks and browns are detroying sweden and nobody does anything about it ! : madex : madex : madex,1
30729164_2,574091,1362,2,hate,They will eventually kill off the whites and go back to the jungle ways .,1
30765154_1,576616,1362,0,hate,I think if there are cases of infected people in your area  then yeah Id take them out of school .,1
14030596_1,584498,1387,0,hate,Got to laugh at how he is saying about how forward thinking and how much egyptians love democracy when they are about to hand power to a bunch of hard line Islamic fundamentalists who are more backward and worse than the last mob you Could n't make it up,1
